time,count
2013-05-31 09,26502
2013-05-31 10,22189
2013-05-31 11,19421
2013-05-31 12,20302
2013-05-31 13,24381
2013-05-31 14,31911
2013-05-31 15,43006
2013-05-31 16,51828
2013-05-31 17,55032
2013-05-31 18,57897
2013-05-31 19,62009
2013-05-31 20,63053
2013-05-31 21,62408
2013-05-31 22,59960
2013-05-31 23,55704
2013-06-01 00,51973
2013-06-01 01,51136
time,count
2013-06-01 02,49170
2013-06-01 03,47938
2013-06-01 04,46853
2013-06-01 05,46355
2013-06-01 06,42129
2013-06-01 07,37558
2013-06-01 08,32376
2013-06-01 09,26511
2013-06-01 10,21932
2013-06-01 11,18996
2013-06-01 12,17159
2013-06-01 13,18452
2013-06-01 14,22798
2013-06-01 15,29777
2013-06-01 16,24864
2013-06-01 17,35330
2013-06-01 18,45951
2013-06-01 19,48572
2013-06-01 20,49139
2013-06-01 21,47033
2013-06-01 22,48547
2013-06-01 23,47742
2013-06-02 00,45718
2013-06-02 01,46372
2013-06-02 02,46372
2013-06-02 03,47168
2013-06-02 04,51660
2013-06-02 05,47113
2013-06-02 06,43770
2013-06-02 07,38126
2013-06-02 08,33774
2013-06-02 09,27294
2013-06-02 10,22895
2013-06-02 11,19559
2013-06-02 12,18143
2013-06-02 13,19446
2013-06-02 14,22705
2013-06-02 15,29209
2013-06-02 16,36351
2013-06-02 17,43054
2013-06-02 18,47787
2013-06-02 19,49444
2013-06-02 20,50395
2013-06-02 21,52903
2013-06-02 22,54139
2013-06-02 23,51262
2013-06-03 00,49936
2013-06-03 01,48433
2013-06-03 02,51077
2013-06-03 03,53852
2013-06-03 04,58643
2013-06-03 05,55230
2013-06-03 06,49884
2013-06-03 07,44327
2013-06-03 08,36022
2013-06-03 09,28112
2013-06-03 10,22876
2013-06-03 11,19772
2013-06-03 12,19847
2013-06-03 13,23602
2013-06-03 14,29715
2013-06-03 15,38276
2013-06-03 16,47868
2013-06-03 17,55365
2013-06-03 18,60667
2013-06-03 19,61812
2013-06-03 20,62366
2013-06-03 21,64404
2013-06-03 22,66473
2013-06-03 23,62769
2013-06-04 00,59539
2013-06-04 01,56788
2013-06-04 02,59484
2013-06-04 03,60827
2013-06-04 04,62451
2013-06-04 05,57381
2013-06-04 06,49185
2013-06-04 07,42083
2013-06-04 08,35123
2013-06-04 09,29047
2013-06-04 10,22634
2013-06-04 11,20010
2013-06-04 12,21083
2013-06-04 13,24513
2013-06-04 14,31767
2013-06-04 15,41704
2013-06-04 16,51217
2013-06-04 17,56434
2013-06-04 18,59351
2013-06-04 19,63853
2013-06-04 20,64703
2013-06-04 21,64856
2013-06-04 22,65499
2013-06-04 23,63678
2013-06-05 00,59574
2013-06-05 01,56599
2013-06-05 02,55789
2013-06-05 03,56000
2013-06-05 04,58411
2013-06-05 05,55272
2013-06-05 06,49674
2013-06-05 07,42563
2013-06-05 08,34355
2013-06-05 09,28000
2013-06-05 10,23035
2013-06-05 11,20292
2013-06-05 12,20606
2013-06-05 13,25368
2013-06-05 14,33875
2013-06-05 15,45060
2013-06-05 16,53412
2013-06-05 17,59515
2013-06-05 18,62878
2013-06-05 19,63804
2013-06-05 20,64529
2013-06-05 21,66034
2013-06-05 22,66379
2013-06-05 23,62337
2013-06-06 00,58067
2013-06-06 01,56454
2013-06-06 02,55752
2013-06-06 03,56002
2013-06-06 04,59478
2013-06-06 05,58724
2013-06-06 06,53275
2013-06-06 07,43177
2013-06-06 08,35764
2013-06-06 09,27852
2013-06-06 10,22926
2013-06-06 11,20828
2013-06-06 12,21231
2013-06-06 13,26215
2013-06-06 14,34310
2013-06-06 15,45872
2013-06-06 16,56130
2013-06-06 17,61620
2013-06-06 18,64683
2013-06-06 19,67033
2013-06-06 20,67820
2013-06-06 21,65916
2013-06-06 22,68397
2013-06-06 23,66315
2013-06-07 00,61833
2013-06-07 01,57393
2013-06-07 02,56817
2013-06-07 03,58481
2013-06-07 04,61365
2013-06-07 05,60363
2013-06-07 06,51447
2013-06-07 07,44527
2013-06-07 08,36095
2013-06-07 09,28874
2013-06-07 10,24216
2013-06-07 11,20989
2013-06-07 12,21116
2013-06-07 13,24911
2013-06-07 14,31696
2013-06-07 15,45048
2013-06-07 16,54117
2013-06-07 17,60864
2013-06-07 18,64888
2013-06-07 19,66867
2013-06-07 20,68526
2013-06-07 21,65615
2013-06-07 22,64014
2013-06-07 23,58423
2013-06-08 00,53223
2013-06-08 01,51038
2013-06-08 02,49842
2013-06-08 03,49394
2013-06-08 04,51508
2013-06-08 05,49061
2013-06-08 06,46156
2013-06-08 07,40424
2013-06-08 08,33541
2013-06-08 09,27393
2013-06-08 10,22439
2013-06-08 11,13747
2013-06-08 12,17416
2013-06-08 13,19003
2013-06-08 14,23834
2013-06-08 15,29727
2013-06-08 16,35687
2013-06-08 17,41746
2013-06-08 18,45447
2013-06-08 19,46654
2013-06-08 20,46723
2013-06-08 21,46709
2013-06-08 22,46310
2013-06-08 23,46197
2013-06-09 00,45324
2013-06-09 01,44785
2013-06-09 02,44136
2013-06-09 03,44587
2013-06-09 04,45992
2013-06-09 05,46496
2013-06-09 06,44299
2013-06-09 07,38870
2013-06-09 08,31950
2013-06-09 09,26547
2013-06-09 10,22063
2013-06-09 11,18957
2013-06-09 12,16944
2013-06-09 13,18121
2013-06-09 14,21869
2013-06-09 15,29236
2013-06-09 16,37612
2013-06-09 17,42560
2013-06-09 18,48836
2013-06-09 19,52044
2013-06-09 20,54360
2013-06-09 21,54574
2013-06-09 22,55170
2013-06-09 23,53776
2013-06-10 00,53363
2013-06-10 01,52477
2013-06-10 02,53494
2013-06-10 03,56014
2013-06-10 04,59513
2013-06-10 05,56623
2013-06-10 06,52390
2013-06-10 07,44013
2013-06-10 08,36810
2013-06-10 09,29487
2013-06-10 10,23716
2013-06-10 11,19690
2013-06-10 12,19842
2013-06-10 13,23606
2013-06-10 14,29878
2013-06-10 15,37972
2013-06-10 16,47435
2013-06-10 17,57394
2013-06-10 18,60914
2013-06-10 19,62037
2013-06-10 20,66923
2013-06-10 21,64606
2013-06-10 22,65485
2013-06-10 23,66291
2013-06-11 00,60914
2013-06-11 01,59065
2013-06-11 02,59211
2013-06-11 03,58574
2013-06-11 04,62388
2013-06-11 05,69243
2013-06-11 06,57879
2013-06-11 07,48595
2013-06-11 08,38258
2013-06-11 09,29597
2013-06-11 10,24307
2013-06-11 11,21305
2013-06-11 12,21528
2013-06-11 13,25189
2013-06-11 14,33428
2013-06-11 15,44421
2013-06-11 16,53379
2013-06-11 17,59485
2013-06-11 18,66326
2013-06-11 19,69260
2013-06-11 20,69088
2013-06-11 21,69313
2013-06-11 22,70662
2013-06-11 23,66683
2013-06-12 00,63054
2013-06-12 01,61245
2013-06-12 02,57327
2013-06-12 03,61658
2013-06-12 04,64269
2013-06-12 05,64789
2013-06-12 06,56949
2013-06-12 07,47308
2013-06-12 08,38023
2013-06-12 09,30505
2013-06-12 10,24794
2013-06-12 11,21570
2013-06-12 12,22657
2013-06-12 13,27125
2013-06-12 14,33888
2013-06-12 15,45399
2013-06-12 16,54212
2013-06-12 17,61154
2013-06-12 18,65250
2013-06-12 19,67026
2013-06-12 20,66426
2013-06-12 21,67051
2013-06-12 22,69340
2013-06-12 23,65682
2013-06-13 00,62523
2013-06-13 01,61181
2013-06-13 02,61761
2013-06-13 03,63091
2013-06-13 04,62029
2013-06-13 05,60020
2013-06-13 06,55085
2013-06-13 07,48328
2013-06-13 08,39035
2013-06-13 09,29285
2013-06-13 10,23466
2013-06-13 11,20001
2013-06-13 12,20549
2013-06-13 13,24660
2013-06-13 14,33098
2013-06-13 15,44147
2013-06-13 16,54897
2013-06-13 17,61437
2013-06-13 18,66268
2013-06-13 19,68444
2013-06-13 20,68727
2013-06-13 21,67440
2013-06-13 22,63894
2013-06-13 23,56413
2013-06-14 00,59123
2013-06-14 01,56405
2013-06-14 02,55294
2013-06-14 03,56575
2013-06-14 04,57620
2013-06-14 05,55183
2013-06-14 06,47300
2013-06-14 07,40974
2013-06-14 08,35142
2013-06-14 09,29043
2013-06-14 10,23362
2013-06-14 11,20454
2013-06-14 12,20842
2013-06-14 13,24578
2013-06-14 14,31749
2013-06-14 15,41639
2013-06-14 16,51050
2013-06-14 17,58535
2013-06-14 18,63847
2013-06-14 19,64477
2013-06-14 20,63242
2013-06-14 21,62197
2013-06-14 22,59994
2013-06-14 23,55382
2013-06-15 00,52031
2013-06-15 01,48608
2013-06-15 02,45907
2013-06-15 03,44183
2013-06-15 04,43168
2013-06-15 05,43460
2013-06-15 06,43089
2013-06-15 07,38281
2013-06-15 08,32643
2013-06-15 09,26976
2013-06-15 10,22432
2013-06-15 11,19075
2013-06-15 12,16314
2013-06-15 13,19505
2013-06-15 14,22781
2013-06-15 15,28653
2013-06-15 16,35200
2013-06-15 17,41079
2013-06-15 18,44886
2013-06-15 19,45896
2013-06-15 20,46194
2013-06-15 21,46661
2013-06-15 22,47354
2013-06-15 23,47171
2013-06-16 00,45926
2013-06-16 01,45253
2013-06-16 02,44194
2013-06-16 03,46289
2013-06-16 04,47335
2013-06-16 05,48860
2013-06-16 06,45019
2013-06-16 07,39893
2013-06-16 08,34313
2013-06-16 09,28023
2013-06-16 10,23008
2013-06-16 11,19501
2013-06-16 12,18243
2013-06-16 13,19446
2013-06-16 14,22667
2013-06-16 15,29256
2013-06-16 16,37137
2013-06-16 17,43535
2013-06-16 18,41248
2013-06-16 19,40672
2013-06-16 20,48721
2013-06-16 21,50613
2013-06-16 22,49151
2013-06-16 23,41080
2013-06-17 00,43057
2013-06-17 01,49805
2013-06-17 02,47918
2013-06-17 03,37965
2013-06-17 04,54583
2013-06-17 05,58086
2013-06-17 06,51831
2013-06-17 07,44661
2013-06-17 08,36642
2013-06-17 09,28579
2013-06-17 10,22538
2013-06-17 11,19049
2013-06-17 12,19248
2013-06-17 13,24025
2013-06-17 14,30603
2013-06-17 15,40024
2013-06-17 16,50370
2013-06-17 17,57906
2013-06-17 18,60360
2013-06-17 19,64167
2013-06-17 20,63382
2013-06-17 21,64111
2013-06-17 22,65622
2013-06-17 23,61057
2013-06-18 00,57209
2013-06-18 01,56239
2013-06-18 02,56732
2013-06-18 03,58909
2013-06-18 04,59839
2013-06-18 05,56951
2013-06-18 06,50959
2013-06-18 07,41127
2013-06-18 08,33104
2013-06-18 09,28362
2013-06-18 10,23375
2013-06-18 11,20379
2013-06-18 12,20386
2013-06-18 13,23510
2013-06-18 14,31091
2013-06-18 15,41771
2013-06-18 16,50887
2013-06-18 17,52465
2013-06-18 18,62016
2013-06-18 19,64075
2013-06-18 20,64252
2013-06-18 21,64111
2013-06-18 22,64294
2013-06-18 23,64185
2013-06-19 00,57285
2013-06-19 01,53909
2013-06-19 02,53017
2013-06-19 03,57307
2013-06-19 04,59650
2013-06-19 05,61598
2013-06-19 06,57576
2013-06-19 07,47051
2013-06-19 08,38344
2013-06-19 09,29421
2013-06-19 10,23922
2013-06-19 11,21042
2013-06-19 12,20682
2013-06-19 13,24586
2013-06-19 14,31977
2013-06-19 15,42026
2013-06-19 16,51755
2013-06-19 17,61153
2013-06-19 18,67529
2013-06-19 19,69447
2013-06-19 20,67622
2013-06-19 21,67637
2013-06-19 22,67132
2013-06-19 23,67804
2013-06-20 00,65503
2013-06-20 01,62959
2013-06-20 02,61746
2013-06-20 03,61195
2013-06-20 04,62410
2013-06-20 05,62047
2013-06-20 06,54145
2013-06-20 07,46230
2013-06-20 08,38539
2013-06-20 09,30640
2013-06-20 10,25602
2013-06-20 11,21933
2013-06-20 12,22037
2013-06-20 13,25946
2013-06-20 14,34221
2013-06-20 15,43945
2013-06-20 16,52127
2013-06-20 17,60530
2013-06-20 18,63024
2013-06-20 19,66423
2013-06-20 20,69196
2013-06-20 21,69503
2013-06-20 22,67192
2013-06-20 23,62364
2013-06-21 00,59641
2013-06-21 01,54845
2013-06-21 02,52279
2013-06-21 03,56299
2013-06-21 04,59597
2013-06-21 05,59706
2013-06-21 06,55425
2013-06-21 07,45383
2013-06-21 08,37310
2013-06-21 09,29495
2013-06-21 10,24327
2013-06-21 11,21356
2013-06-21 12,21119
2013-06-21 13,24410
2013-06-21 14,32836
2013-06-21 15,43833
2013-06-21 16,54627
2013-06-21 17,63417
2013-06-21 18,63996
2013-06-21 19,65058
2013-06-21 20,64443
2013-06-21 21,62945
2013-06-21 22,60276
2013-06-21 23,56223
2013-06-22 00,53143
2013-06-22 01,49682
2013-06-22 02,47108
2013-06-22 03,46253
2013-06-22 04,46399
2013-06-22 05,46616
2013-06-22 06,44773
2013-06-22 07,40008
2013-06-22 08,34160
2013-06-22 09,27891
2013-06-22 10,22667
2013-06-22 11,18930
2013-06-22 12,17900
2013-06-22 13,19503
2013-06-22 14,23673
2013-06-22 15,29597
2013-06-22 16,36152
2013-06-22 17,43013
2013-06-22 18,45726
2013-06-22 19,46667
2013-06-22 20,47349
2013-06-22 21,46350
2013-06-22 22,47980
2013-06-22 23,46384
2013-06-23 00,46048
2013-06-23 01,45729
2013-06-23 02,44545
2013-06-23 03,45306
2013-06-23 04,47150
2013-06-23 05,44696
2013-06-23 06,41363
2013-06-23 07,38930
2013-06-23 08,33506
2013-06-23 09,28040
2013-06-23 10,22929
2013-06-23 11,19347
2013-06-23 12,17945
2013-06-23 13,18518
2013-06-23 14,21834
2013-06-23 15,27228
2013-06-23 16,35524
2013-06-23 17,40716
2013-06-23 18,45611
2013-06-23 19,48116
2013-06-23 20,48164
2013-06-23 21,49071
2013-06-23 22,46702
2013-06-23 23,49507
2013-06-24 00,51745
2013-06-24 01,50179
2013-06-24 02,49199
2013-06-24 03,49128
2013-06-24 04,52234
2013-06-24 05,52273
2013-06-24 06,49715
2013-06-24 07,43175
2013-06-24 08,36306
2013-06-24 09,28245
2013-06-24 10,22216
2013-06-24 11,19932
2013-06-24 12,19539
2013-06-24 13,23107
2013-06-24 14,28760
2013-06-24 15,37779
2013-06-24 16,47149
2013-06-24 17,56258
2013-06-24 18,59724
2013-06-24 19,62327
2013-06-24 20,64555
2013-06-24 21,65226
2013-06-24 22,66169
2013-06-24 23,63538
2013-06-25 00,58493
2013-06-25 01,54948
2013-06-25 02,55602
2013-06-25 03,58567
2013-06-25 04,60347
2013-06-25 05,59191
2013-06-25 06,53159
2013-06-25 07,44735
2013-06-25 08,36315
2013-06-25 09,29651
2013-06-25 10,24796
2013-06-25 11,21888
2013-06-25 12,20935
2013-06-25 13,24806
2013-06-25 14,32207
2013-06-25 15,42050
2013-06-25 16,52918
2013-06-25 17,61184
2013-06-25 18,62491
2013-06-25 19,64830
2013-06-25 20,65256
2013-06-25 21,65870
2013-06-25 22,66752
2013-06-25 23,63552
2013-06-26 00,59208
2013-06-26 01,58031
2013-06-26 02,55173
2013-06-26 03,55526
2013-06-26 04,58856
2013-06-26 05,58201
2013-06-26 06,54468
2013-06-26 07,48534
2013-06-26 08,38997
2013-06-26 09,31118
2013-06-26 10,25500
2013-06-26 11,22141
2013-06-26 12,21898
2013-06-26 13,26347
2013-06-26 14,34158
2013-06-26 15,44134
2013-06-26 16,54882
2013-06-26 17,61618
2013-06-26 18,64215
2013-06-26 19,66609
2013-06-26 20,66437
2013-06-26 21,68978
2013-06-26 22,69196
2013-06-26 23,60754
2013-06-27 00,48379
2013-06-27 01,53700
2013-06-27 02,52236
2013-06-27 03,52375
2013-06-27 04,54430
2013-06-27 05,54312
2013-06-27 06,51790
2013-06-27 07,43387
2013-06-27 08,37385
2013-06-27 09,29855
2013-06-27 10,24425
2013-06-27 11,20761
2013-06-27 12,20242
2013-06-27 13,24402
2013-06-27 14,31327
2013-06-27 15,42150
2013-06-27 16,52633
2013-06-27 17,60123
2013-06-27 18,63939
2013-06-27 19,65340
2013-06-27 20,67358
2013-06-27 21,67364
2013-06-27 22,64942
2013-06-27 23,63049
2013-06-28 00,58169
2013-06-28 01,55666
2013-06-28 02,55291
2013-06-28 03,53433
2013-06-28 04,54799
2013-06-28 05,54324
2013-06-28 06,50335
2013-06-28 07,43542
2013-06-28 08,35479
2013-06-28 09,28784
2013-06-28 10,23803
2013-06-28 11,21100
2013-06-28 12,20513
2013-06-28 13,24283
2013-06-28 14,31547
2013-06-28 15,41820
2013-06-28 16,51641
2013-06-28 17,58513
2013-06-28 18,64074
2013-06-28 19,67502
2013-06-28 20,65889
2013-06-28 21,64686
2013-06-28 22,62100
2013-06-28 23,59661
2013-06-29 00,57981
2013-06-29 01,54073
2013-06-29 02,50604
2013-06-29 03,49643
2013-06-29 04,48350
2013-06-29 05,50034
2013-06-29 06,47884
2013-06-29 07,41128
2013-06-29 08,34711
2013-06-29 09,28528
2013-06-29 10,23038
2013-06-29 11,19332
2013-06-29 12,18245
2013-06-29 13,18968
2013-06-29 14,22381
2013-06-29 15,29055
2013-06-29 16,34454
2013-06-29 17,41437
2013-06-29 18,44509
2013-06-29 19,46987
2013-06-29 20,47488
2013-06-29 21,46630
2013-06-29 22,45731
2013-06-29 23,44505
2013-06-30 00,44892
2013-06-30 01,44438
2013-06-30 02,44241
2013-06-30 03,43471
2013-06-30 04,44712
2013-06-30 05,43769
2013-06-30 06,43497
2013-06-30 07,40887
2013-06-30 08,34340
2013-06-30 09,27560
2013-06-30 10,22721
2013-06-30 11,19304
2013-06-30 12,17714
2013-06-30 13,18812
2013-06-30 14,23160
2013-06-30 15,29251
2013-06-30 16,36465
2013-06-30 17,42862
2013-06-30 18,48351
2013-06-30 19,50699
2013-06-30 20,50733
2013-06-30 21,51851
2013-06-30 22,52464
2013-06-30 23,53153
2013-07-01 00,52063
2013-07-01 01,52361
time,count
2013-07-01 02,50633
2013-07-01 03,52340
2013-07-01 04,54430
2013-07-01 05,55069
2013-07-01 06,50058
2013-07-01 07,43624
2013-07-01 08,36488
2013-07-01 09,28918
2013-07-01 10,23134
2013-07-01 11,19794
2013-07-01 12,19237
2013-07-01 13,21992
2013-07-01 14,27974
2013-07-01 15,36174
2013-07-01 16,46898
2013-07-01 17,54669
2013-07-01 18,58556
2013-07-01 19,61296
2013-07-01 20,62593
2013-07-01 21,62987
2013-07-01 22,63039
2013-07-01 23,59918
2013-07-02 00,65148
2013-07-02 01,60711
2013-07-02 02,61879
2013-07-02 03,62770
2013-07-02 04,62460
2013-07-02 05,59733
2013-07-02 06,54141
2013-07-02 07,48046
2013-07-02 08,39290
2013-07-02 09,31696
2013-07-02 10,25243
2013-07-02 11,22171
2013-07-02 12,21604
2013-07-02 13,24588
2013-07-02 14,32408
2013-07-02 15,42758
2013-07-02 16,52360
2013-07-02 17,60015
2013-07-02 18,63307
2013-07-02 19,65729
2013-07-02 20,65834
2013-07-02 21,66358
2013-07-02 22,64685
2013-07-02 23,60053
2013-07-03 00,57739
2013-07-03 01,54496
2013-07-03 02,54094
2013-07-03 03,54911
2013-07-03 04,55497
2013-07-03 05,55181
2013-07-03 06,52619
2013-07-03 07,46690
2013-07-03 08,35003
2013-07-03 09,29112
2013-07-03 10,24620
2013-07-03 11,21618
2013-07-03 12,21112
2013-07-03 13,23878
2013-07-03 14,31629
2013-07-03 15,42324
2013-07-03 16,52097
2013-07-03 17,58772
2013-07-03 18,62798
2013-07-03 19,60109
2013-07-03 20,63859
2013-07-03 21,63290
2013-07-03 22,60486
2013-07-03 23,57960
2013-07-04 00,54950
2013-07-04 01,50955
2013-07-04 02,48955
2013-07-04 03,47913
2013-07-04 04,48050
2013-07-04 05,50437
2013-07-04 06,49982
2013-07-04 07,43235
2013-07-04 08,36995
2013-07-04 09,30633
2013-07-04 10,24935
2013-07-04 11,22151
2013-07-04 12,20444
2013-07-04 13,21607
2013-07-04 14,25915
2013-07-04 15,33480
2013-07-04 16,40372
2013-07-04 17,48593
2013-07-04 18,51496
2013-07-04 19,52449
2013-07-04 20,52554
2013-07-04 21,50152
2013-07-04 22,49990
2013-07-04 23,48379
2013-07-05 00,43577
2013-07-05 01,44064
2013-07-05 02,42339
2013-07-05 03,40295
2013-07-05 04,41058
2013-07-05 05,43326
2013-07-05 06,42714
2013-07-05 07,40958
2013-07-05 08,36611
2013-07-05 09,29461
2013-07-05 10,23515
2013-07-05 11,20815
2013-07-05 12,19427
2013-07-05 13,21293
2013-07-05 14,26186
2013-07-05 15,35034
2013-07-05 16,43004
2013-07-05 17,52197
2013-07-05 18,55930
2013-07-05 19,56597
2013-07-05 20,56202
2013-07-05 21,55060
2013-07-05 22,53817
2013-07-05 23,52521
2013-07-06 00,51367
2013-07-06 01,48858
2013-07-06 02,47268
2013-07-06 03,47815
2013-07-06 04,49511
2013-07-06 05,48878
2013-07-06 06,47404
2013-07-06 07,42701
2013-07-06 08,34870
2013-07-06 09,28537
2013-07-06 10,23089
2013-07-06 11,19454
2013-07-06 12,17466
2013-07-06 13,19136
2013-07-06 14,23110
2013-07-06 15,28735
2013-07-06 16,35426
2013-07-06 17,42482
2013-07-06 18,47649
2013-07-06 19,49814
2013-07-06 20,49703
2013-07-06 21,48926
2013-07-06 22,48941
2013-07-06 23,47340
2013-07-07 00,46897
2013-07-07 01,46517
2013-07-07 02,46440
2013-07-07 03,47514
2013-07-07 04,49214
2013-07-07 05,49535
2013-07-07 06,48392
2013-07-07 07,44072
2013-07-07 08,37423
2013-07-07 09,31200
2013-07-07 10,25650
2013-07-07 11,21091
2013-07-07 12,19398
2013-07-07 13,19459
2013-07-07 14,23437
2013-07-07 15,29413
2013-07-07 16,36155
2013-07-07 17,43524
2013-07-07 18,49768
2013-07-07 19,53248
2013-07-07 20,55858
2013-07-07 21,53872
2013-07-07 22,53594
2013-07-07 23,54455
2013-07-08 00,54108
2013-07-08 01,51908
2013-07-08 02,52236
2013-07-08 03,53180
2013-07-08 04,54365
2013-07-08 05,54194
2013-07-08 06,51399
2013-07-08 07,45991
2013-07-08 08,38850
2013-07-08 09,32104
2013-07-08 10,25986
2013-07-08 11,21934
2013-07-08 12,21136
2013-07-08 13,23653
2013-07-08 14,29407
2013-07-08 15,39517
2013-07-08 16,49908
2013-07-08 17,57678
2013-07-08 18,62263
2013-07-08 19,64889
2013-07-08 20,65666
2013-07-08 21,65747
2013-07-08 22,67110
2013-07-08 23,63396
2013-07-09 00,60155
2013-07-09 01,58525
2013-07-09 02,58427
2013-07-09 03,60697
2013-07-09 04,63882
2013-07-09 05,62257
2013-07-09 06,56914
2013-07-09 07,48264
2013-07-09 08,41153
2013-07-09 09,32468
2013-07-09 10,26446
2013-07-09 11,22131
2013-07-09 12,21359
2013-07-09 13,26745
2013-07-09 14,33292
2013-07-09 15,42481
2013-07-09 16,54204
2013-07-09 17,61777
2013-07-09 18,68297
2013-07-09 19,70444
2013-07-09 20,69763
2013-07-09 21,70171
2013-07-09 22,70138
2013-07-09 23,66599
2013-07-10 00,62951
2013-07-10 01,61915
2013-07-10 02,59094
2013-07-10 03,60603
2013-07-10 04,61753
2013-07-10 05,64011
2013-07-10 06,57910
2013-07-10 07,50236
2013-07-10 08,41573
2013-07-10 09,32554
2013-07-10 10,27056
2013-07-10 11,23031
2013-07-10 12,23259
2013-07-10 13,25910
2013-07-10 14,33069
2013-07-10 15,43366
2013-07-10 16,54413
2013-07-10 17,61697
2013-07-10 18,66936
2013-07-10 19,68973
2013-07-10 20,68292
2013-07-10 21,67161
2013-07-10 22,68670
2013-07-10 23,65323
2013-07-11 00,60897
2013-07-11 01,57586
2013-07-11 02,55540
2013-07-11 03,57724
2013-07-11 04,58390
2013-07-11 05,58730
2013-07-11 06,56009
2013-07-11 07,48251
2013-07-11 08,41957
2013-07-11 09,32322
2013-07-11 10,26074
2013-07-11 11,21495
2013-07-11 12,22307
2013-07-11 13,26540
2013-07-11 14,34543
2013-07-11 15,46193
2013-07-11 16,58961
2013-07-11 17,67245
2013-07-11 18,71190
2013-07-11 19,72908
2013-07-11 20,71213
2013-07-11 21,71544
2013-07-11 22,71336
2013-07-11 23,68109
2013-07-12 00,63415
2013-07-12 01,58769
2013-07-12 02,55006
2013-07-12 03,55773
2013-07-12 04,56851
2013-07-12 05,56689
2013-07-12 06,55028
2013-07-12 07,45555
2013-07-12 08,38151
2013-07-12 09,29851
2013-07-12 10,24070
2013-07-12 11,20726
2013-07-12 12,19832
2013-07-12 13,24459
2013-07-12 14,31782
2013-07-12 15,42303
2013-07-12 16,53493
2013-07-12 17,60437
2013-07-12 18,64085
2013-07-12 19,65755
2013-07-12 20,68082
2013-07-12 21,65965
2013-07-12 22,64780
2013-07-12 23,59817
2013-07-13 00,53787
2013-07-13 01,50139
2013-07-13 02,48884
2013-07-13 03,46569
2013-07-13 04,47538
2013-07-13 05,47637
2013-07-13 06,47364
2013-07-13 07,43462
2013-07-13 08,36108
2013-07-13 09,30121
2013-07-13 10,24427
2013-07-13 11,20303
2013-07-13 12,18693
2013-07-13 13,19554
2013-07-13 14,23287
2013-07-13 15,29343
2013-07-13 16,36429
2013-07-13 17,43535
2013-07-13 18,47041
2013-07-13 19,49620
2013-07-13 20,49094
2013-07-13 21,48969
2013-07-13 22,48129
2013-07-13 23,47857
2013-07-14 00,47257
2013-07-14 01,46560
2013-07-14 02,45830
2013-07-14 03,45898
2013-07-14 04,54640
2013-07-14 05,53872
2013-07-14 06,51105
2013-07-14 07,46358
2013-07-14 08,38705
2013-07-14 09,31697
2013-07-14 10,27001
2013-07-14 11,22151
2013-07-14 12,19468
2013-07-14 13,20133
2013-07-14 14,23828
2013-07-14 15,30306
2013-07-14 16,37537
2013-07-14 17,44440
2013-07-14 18,49789
2013-07-14 19,54521
2013-07-14 20,54814
2013-07-14 21,53675
2013-07-14 22,55003
2013-07-14 23,53622
2013-07-15 00,52588
2013-07-15 01,51825
2013-07-15 02,53061
2013-07-15 03,54165
2013-07-15 04,56235
2013-07-15 05,55420
2013-07-15 06,50617
2013-07-15 07,45043
2013-07-15 08,37631
2013-07-15 09,29601
2013-07-15 10,24332
2013-07-15 11,20833
