time,count
2013-11-11 00,64966
2013-11-11 01,64932
2013-11-11 02,63806
2013-11-11 03,67898
2013-11-11 04,68283
2013-11-11 05,62651
2013-11-11 06,53878
2013-11-11 07,44829
2013-11-11 08,37077
2013-11-11 09,29869
2013-11-11 10,25453
2013-11-11 11,18981
2013-11-11 12,22261
2013-11-11 13,26166
2013-11-11 14,34291
2013-11-11 15,44463
2013-11-11 16,55894
2013-11-11 17,65631
2013-11-11 18,71374
2013-11-11 19,75201
2013-11-11 20,75727
2013-11-11 21,76045
2013-11-11 22,77001
2013-11-11 23,71818
2013-11-12 00,67788
2013-11-12 01,66286
2013-11-12 02,68410
2013-11-12 03,71929
2013-11-12 04,69208
2013-11-12 05,65567
2013-11-12 06,55359
2013-11-12 07,45610
2013-11-12 08,36445
2013-11-12 09,29865
2013-11-12 10,24363
2013-11-12 11,22437
2013-11-12 12,23592
2013-11-12 13,28730
2013-11-12 14,37023
2013-11-12 15,48196
2013-11-12 16,57996
2013-11-12 17,65590
2013-11-12 18,71628
2013-11-12 19,71661
2013-11-12 20,74410
2013-11-12 21,77741
2013-11-12 22,78786
2013-11-12 23,75582
2013-11-13 00,71381
2013-11-13 01,70418
2013-11-13 02,69500
2013-11-13 03,70508
2013-11-13 04,69713
2013-11-13 05,64263
2013-11-13 06,56417
2013-11-13 07,45188
2013-11-13 08,35419
2013-11-13 09,28668
2013-11-13 10,24095
2013-11-13 11,20888
2013-11-13 12,22858
2013-11-13 13,29262
2013-11-13 14,38183
2013-11-13 15,49660
2013-11-13 16,63144
2013-11-13 17,72976
2013-11-13 18,75625
2013-11-13 19,78025
2013-11-13 20,78587
2013-11-13 21,78845
2013-11-13 22,79083
2013-11-13 23,75726
2013-11-14 00,71703
2013-11-14 01,69270
2013-11-14 02,70258
2013-11-14 03,70436
2013-11-14 04,71078
2013-11-14 05,65648
2013-11-14 06,56204
2013-11-14 07,45385
2013-11-14 08,36796
2013-11-14 09,29652
2013-11-14 10,24634
2013-11-14 11,22121
2013-11-14 12,23191
2013-11-14 13,28681
2013-11-14 14,38370
2013-11-14 15,49899
2013-11-14 16,60721
2013-11-14 17,69814
2013-11-14 18,74412
2013-11-14 19,72446
2013-11-14 20,75066
2013-11-14 21,75854
2013-11-14 22,76171
2013-11-14 23,73320
2013-11-15 00,70110
2013-11-15 01,66072
2013-11-15 02,65145
2013-11-15 03,65618
2013-11-15 04,64259
2013-11-15 05,54364
2013-11-15 06,50918
2013-11-15 07,44285
2013-11-15 08,35360
2013-11-15 09,27959
2013-11-15 10,23038
2013-11-15 11,20783
2013-11-15 12,22353
2013-11-15 13,26921
2013-11-15 14,36438
2013-11-15 15,48488
2013-11-15 16,60173
2013-11-15 17,71378
2013-11-15 18,72589
2013-11-15 19,72568
2013-11-15 20,72463
2013-11-15 21,72618
2013-11-15 22,70609
2013-11-15 23,64985
2013-11-16 00,60397
2013-11-16 01,59358
2013-11-16 02,57141
2013-11-16 03,55322
2013-11-16 04,53588
2013-11-16 05,50546
2013-11-16 06,46370
2013-11-16 07,40735
2013-11-16 08,34003
2013-11-16 09,28105
2013-11-16 10,23394
2013-11-16 11,20364
2013-11-16 12,19640
2013-11-16 13,21697
2013-11-16 14,26833
2013-11-16 15,35367
2013-11-16 16,44920
2013-11-16 17,52441
2013-11-16 18,57239
2013-11-16 19,59634
2013-11-16 20,61524
2013-11-16 21,61781
2013-11-16 22,63567
2013-11-16 23,61650
2013-11-17 00,62622
2013-11-17 01,61447
2013-11-17 02,59955
2013-11-17 03,59784
2013-11-17 04,60165
2013-11-17 05,57540
2013-11-17 06,54040
2013-11-17 07,46419
2013-11-17 08,38261
2013-11-17 09,31376
2013-11-17 10,25428
2013-11-17 11,22610
2013-11-17 12,20916
2013-11-17 13,21838
2013-11-17 14,26540
2013-11-17 15,33349
2013-11-17 16,42931
2013-11-17 17,54990
2013-11-17 18,63736
2013-11-17 19,72776
2013-11-17 20,73317
2013-11-17 21,73498
2013-11-17 22,73662
2013-11-17 23,74502
2013-11-18 00,70348
2013-11-18 01,68695
2013-11-18 02,69624
2013-11-18 03,73066
2013-11-18 04,71903
2013-11-18 05,66371
2013-11-18 06,60502
2013-11-18 07,48626
2013-11-18 08,38530
2013-11-18 09,30567
2013-11-18 10,25246
2013-11-18 11,23000
2013-11-18 12,23672
2013-11-18 13,27962
2013-11-18 14,35388
2013-11-18 15,45884
2013-11-18 16,57106
2013-11-18 17,65024
2013-11-18 18,72511
2013-11-18 19,73946
2013-11-18 20,77298
2013-11-18 21,78565
2013-11-18 22,79553
2013-11-18 23,76504
2013-11-19 00,73756
2013-11-19 01,72070
2013-11-19 02,74134
2013-11-19 03,76716
2013-11-19 04,75497
2013-11-19 05,65036
2013-11-19 06,46714
2013-11-19 07,44104
2013-11-19 08,36517
2013-11-19 09,29392
2013-11-19 10,24017
2013-11-19 11,21788
2013-11-19 12,23106
2013-11-19 13,29339
2013-11-19 14,39196
2013-11-19 15,50690
2013-11-19 16,62022
2013-11-19 17,71165
2013-11-19 18,75230
2013-11-19 19,77306
2013-11-19 20,78992
2013-11-19 21,81828
2013-11-19 22,83321
2013-11-19 23,77127
2013-11-20 00,72487
2013-11-20 01,71334
2013-11-20 02,72018
2013-11-20 03,73666
2013-11-20 04,70626
2013-11-20 05,66930
2013-11-20 06,59013
2013-11-20 07,48404
2013-11-20 08,38823
2013-11-20 09,30622
2013-11-20 10,25220
2013-11-20 11,22751
2013-11-20 12,25044
2013-11-20 13,24158
2013-11-20 14,39082
2013-11-20 15,51592
2013-11-20 16,63818
2013-11-20 17,73875
2013-11-20 18,75846
2013-11-20 19,77927
2013-11-20 20,79244
2013-11-20 21,80228
2013-11-20 22,81095
2013-11-20 23,75860
2013-11-21 00,72065
2013-11-21 01,70297
2013-11-21 02,69873
2013-11-21 03,71770
2013-11-21 04,72421
2013-11-21 05,67021
2013-11-21 06,58204
2013-11-21 07,48318
2013-11-21 08,38837
2013-11-21 09,30547
2013-11-21 10,25966
2013-11-21 11,23050
2013-11-21 12,24431
2013-11-21 13,29405
2013-11-21 14,39082
2013-11-21 15,54706
2013-11-21 16,67110
2013-11-21 17,74938
2013-11-21 18,76155
2013-11-21 19,76800
2013-11-21 20,78440
2013-11-21 21,77000
2013-11-21 22,78155
2013-11-21 23,74536
2013-11-22 00,71236
2013-11-22 01,69085
2013-11-22 02,67937
2013-11-22 03,70482
2013-11-22 04,69183
2013-11-22 05,64057
2013-11-22 06,55338
2013-11-22 07,43963
2013-11-22 08,36534
2013-11-22 09,29847
2013-11-22 10,24427
2013-11-22 11,21884
2013-11-22 12,22814
2013-11-22 13,28187
2013-11-22 14,36771
2013-11-22 15,50084
2013-11-22 16,59184
2013-11-22 17,65488
2013-11-22 18,69719
2013-11-22 19,70240
2013-11-22 20,70222
2013-11-22 21,70774
2013-11-22 22,69502
2013-11-22 23,66919
2013-11-23 00,63338
2013-11-23 01,59234
2013-11-23 02,57263
2013-11-23 03,54253
2013-11-23 04,54082
2013-11-23 05,51835
2013-11-23 06,47657
2013-11-23 07,41272
2013-11-23 08,34234
2013-11-23 09,27667
2013-11-23 10,23546
2013-11-23 11,20439
2013-11-23 12,20027
2013-11-23 13,22656
2013-11-23 14,28331
2013-11-23 15,36269
2013-11-23 16,43842
2013-11-23 17,50696
2013-11-23 18,54797
2013-11-23 19,56830
2013-11-23 20,57989
2013-11-23 21,56636
2013-11-23 22,60921
2013-11-23 23,59708
2013-11-24 00,58696
2013-11-24 01,58700
2013-11-24 02,57257
2013-11-24 03,57333
2013-11-24 04,57775
2013-11-24 05,54457
2013-11-24 06,52640
2013-11-24 07,46095
2013-11-24 08,36808
2013-11-24 09,29849
2013-11-24 10,24078
2013-11-24 11,21847
2013-11-24 12,21222
2013-11-24 13,23306
2013-11-24 14,28453
2013-11-24 15,36129
2013-11-24 16,45820
2013-11-24 17,54375
2013-11-24 18,62872
2013-11-24 19,70000
2013-11-24 20,72200
2013-11-24 21,74471
2013-11-24 22,75287
2013-11-24 23,70727
2013-11-25 00,68187
2013-11-25 01,64957
2013-11-25 02,69999
2013-11-25 03,72763
2013-11-25 04,72929
2013-11-25 05,59634
2013-11-25 06,32673
2013-11-25 07,47770
2013-11-25 08,38065
2013-11-25 09,30183
2013-11-25 10,24959
2013-11-25 11,22427
2013-11-25 12,22700
2013-11-25 13,26455
2013-11-25 14,34386
2013-11-25 15,44136
2013-11-25 16,55897
2013-11-25 17,64613
2013-11-25 18,69796
2013-11-25 19,70654
2013-11-25 20,72746
2013-11-25 21,74470
2013-11-25 22,75105
2013-11-25 23,72528
2013-11-26 00,69369
2013-11-26 01,69078
2013-11-26 02,70276
2013-11-26 03,72599
2013-11-26 04,71826
2013-11-26 05,64443
2013-11-26 06,56376
2013-11-26 07,47405
2013-11-26 08,37494
2013-11-26 09,29593
2013-11-26 10,25382
2013-11-26 11,22980
2013-11-26 12,23970
2013-11-26 13,28765
2013-11-26 14,36883
2013-11-26 15,48761
2013-11-26 16,60395
2013-11-26 17,69944
2013-11-26 18,73109
2013-11-26 19,74347
2013-11-26 20,76087
2013-11-26 21,78026
2013-11-26 22,78819
2013-11-26 23,72561
2013-11-27 00,66911
2013-11-27 01,64149
2013-11-27 02,61275
2013-11-27 03,61570
2013-11-27 04,60208
2013-11-27 05,57964
2013-11-27 06,54091
2013-11-27 07,44539
2013-11-27 08,35940
2013-11-27 09,29575
2013-11-27 10,25646
2013-11-27 11,21973
2013-11-27 12,22369
2013-11-27 13,26371
2013-11-27 14,35095
2013-11-27 15,47774
2013-11-27 16,57507
2013-11-27 17,66556
2013-11-27 18,72713
2013-11-27 19,76871
2013-11-27 20,75723
2013-11-27 21,73658
2013-11-27 22,71659
2013-11-27 23,65085
2013-11-28 00,61938
2013-11-28 01,59925
2013-11-28 02,59583
2013-11-28 03,60022
2013-11-28 04,59714
2013-11-28 05,55683
2013-11-28 06,52375
2013-11-28 07,46413
2013-11-28 08,39520
2013-11-28 09,31949
2013-11-28 10,26906
2013-11-28 11,23821
2013-11-28 12,22570
2013-11-28 13,24336
2013-11-28 14,29528
2013-11-28 15,37494
2013-11-28 16,46762
2013-11-28 17,54302
2013-11-28 18,58775
2013-11-28 19,64020
2013-11-28 20,63055
2013-11-28 21,57768
2013-11-28 22,54496
2013-11-28 23,52714
2013-11-29 00,50773
2013-11-29 01,50251
2013-11-29 02,50591
2013-11-29 03,52898
2013-11-29 04,53997
2013-11-29 05,53524
2013-11-29 06,48536
2013-11-29 07,43948
2013-11-29 08,36255
2013-11-29 09,29451
2013-11-29 10,24474
2013-11-29 11,20827
2013-11-29 12,19862
2013-11-29 13,21804
2013-11-29 14,27163
2013-11-29 15,34554
2013-11-29 16,42778
2013-11-29 17,49514
2013-11-29 18,54646
2013-11-29 19,57895
2013-11-29 20,58972
2013-11-29 21,58234
2013-11-29 22,59340
2013-11-29 23,60446
2013-11-30 00,58748
2013-11-30 01,56030
2013-11-30 02,55637
2013-11-30 03,53844
2013-11-30 04,55426
2013-11-30 05,53992
2013-11-30 06,50982
2013-11-30 07,45905
2013-11-30 08,38312
2013-11-30 09,30553
2013-11-30 10,24878
2013-11-30 11,21196
2013-11-30 12,19633
2013-11-30 13,20796
2013-11-30 14,25569
2013-11-30 15,32425
2013-11-30 16,42147
2013-11-30 17,51614
2013-11-30 18,59944
2013-11-30 19,62003
2013-11-30 20,62131
2013-11-30 21,62686
2013-11-30 22,61652
2013-11-30 23,59964
2013-12-01 00,61685
time,count
2013-12-01 01,65556
2013-12-01 02,62730
2013-12-01 03,61127
2013-12-01 04,61658
2013-12-01 05,59745
2013-12-01 06,56408
2013-12-01 07,49092
2013-12-01 08,40739
2013-12-01 09,32782
2013-12-01 10,26319
2013-12-01 11,22895
2013-12-01 12,21735
2013-12-01 13,22842
2013-12-01 14,27247
2013-12-01 15,34080
2013-12-01 16,44471
2013-12-01 17,54782
2013-12-01 18,63384
2013-12-01 19,72028
2013-12-01 20,73176
2013-12-01 21,75526
2013-12-01 22,76085
2013-12-01 23,72402
2013-12-02 00,71282
2013-12-02 01,69575
2013-12-02 02,67922
2013-12-02 03,70136
2013-12-02 04,73449
2013-12-02 05,71378
2013-12-02 06,60800
2013-12-02 07,51500
2013-12-02 08,40276
2013-12-02 09,31736
2013-12-02 10,25881
2013-12-02 11,22768
2013-12-02 12,22748
2013-12-02 13,26273
2013-12-02 14,32761
2013-12-02 15,42464
2013-12-02 16,53203
2013-12-02 17,61087
2013-12-02 18,66672
2013-12-02 19,70354
2013-12-02 20,72150
2013-12-02 21,77352
2013-12-02 22,78095
2013-12-02 23,73590
2013-12-03 00,62479
2013-12-03 01,68962
2013-12-03 02,71590
2013-12-03 03,76123
2013-12-03 04,76548
2013-12-03 05,72213
2013-12-03 06,61030
2013-12-03 07,48760
2013-12-03 08,37857
2013-12-03 09,30699
2013-12-03 10,25544
2013-12-03 11,19628
2013-12-03 12,23673
2013-12-03 13,28227
2013-12-03 14,35967
2013-12-03 15,47303
2013-12-03 16,58065
2013-12-03 17,67965
2013-12-03 18,73146
2013-12-03 19,74334
2013-12-03 20,76024
2013-12-03 21,77175
2013-12-03 22,77953
2013-12-03 23,74316
2013-12-04 00,70939
2013-12-04 01,70317
2013-12-04 02,72649
2013-12-04 03,75051
2013-12-04 04,72586
2013-12-04 05,68986
2013-12-04 06,60627
2013-12-04 07,50880
2013-12-04 08,40353
2013-12-04 09,31698
2013-12-04 10,25758
2013-12-04 11,22552
2013-12-04 12,23826
2013-12-04 13,28901
2013-12-04 14,36899
2013-12-04 15,50093
2013-12-04 16,61578
2013-12-04 17,68531
2013-12-04 18,73722
2013-12-04 19,77831
2013-12-04 20,79278
2013-12-04 21,81728
2013-12-04 22,84055
2013-12-04 23,76360
2013-12-05 00,71597
2013-12-05 01,69230
2013-12-05 02,71531
2013-12-05 03,75568
2013-12-05 04,72418
2013-12-05 05,66395
2013-12-05 06,59148
2013-12-05 07,48541
2013-12-05 08,38569
2013-12-05 09,31209
2013-12-05 10,25338
2013-12-05 11,22469
2013-12-05 12,23274
2013-12-05 13,28312
2013-12-05 14,36917
2013-12-05 15,49201
2013-12-05 16,59840
2013-12-05 17,69603
2013-12-05 18,75937
2013-12-05 19,75662
2013-12-05 20,79044
2013-12-05 21,82141
2013-12-05 22,83415
2013-12-05 23,80142
2013-12-06 00,74896
2013-12-06 01,74389
2013-12-06 02,74597
2013-12-06 03,75523
2013-12-06 04,75157
2013-12-06 05,70652
2013-12-06 06,60300
2013-12-06 07,50189
2013-12-06 08,41300
2013-12-06 09,33163
2013-12-06 10,26809
2013-12-06 11,23227
2013-12-06 12,24416
2013-12-06 13,29260
2013-12-06 14,38155
2013-12-06 15,51348
2013-12-06 16,63189
2013-12-06 17,75318
2013-12-06 18,80623
2013-12-06 19,78461
2013-12-06 20,78628
2013-12-06 21,79598
2013-12-06 22,79299
2013-12-06 23,73401
2013-12-07 00,67868
2013-12-07 01,65404
2013-12-07 02,62873
2013-12-07 03,62994
2013-12-07 04,63554
2013-12-07 05,62115
2013-12-07 06,55770
2013-12-07 07,46848
2013-12-07 08,38503
2013-12-07 09,31143
2013-12-07 10,25572
2013-12-07 11,18372
2013-12-07 12,20630
2013-12-07 13,22407
2013-12-07 14,27926
2013-12-07 15,37242
2013-12-07 16,46570
2013-12-07 17,56781
2013-12-07 18,61672
2013-12-07 19,64421
2013-12-07 20,64741
2013-12-07 21,65108
2013-12-07 22,67614
2013-12-07 23,67601
2013-12-08 00,67207
2013-12-08 01,69868
2013-12-08 02,67861
2013-12-08 03,66739
2013-12-08 04,65805
2013-12-08 05,66035
2013-12-08 06,63810
2013-12-08 07,53983
2013-12-08 08,46537
2013-12-08 09,39384
2013-12-08 10,30356
2013-12-08 11,24081
2013-12-08 12,22400
2013-12-08 13,23813
2013-12-08 14,27604
2013-12-08 15,34900
2013-12-08 16,43888
2013-12-08 17,54474
2013-12-08 18,66852
2013-12-08 19,76318
2013-12-08 20,76129
2013-12-08 21,81371
2013-12-08 22,81836
2013-12-08 23,77715
2013-12-09 00,75643
2013-12-09 01,75898
2013-12-09 02,73255
2013-12-09 03,74827
2013-12-09 04,73278
2013-12-09 05,69525
2013-12-09 06,61425
2013-12-09 07,50911
2013-12-09 08,40055
2013-12-09 09,31836
2013-12-09 10,26562
2013-12-09 11,22620
2013-12-09 12,24273
2013-12-09 13,28348
2013-12-09 14,32823
2013-12-09 15,45091
2013-12-09 16,58119
2013-12-09 17,66554
2013-12-09 18,72117
2013-12-09 19,73802
2013-12-09 20,74138
2013-12-09 21,77582
2013-12-09 22,79926
2013-12-09 23,77714
2013-12-10 00,75829
2013-12-10 01,75211
2013-12-10 02,78727
2013-12-10 03,80978
2013-12-10 04,81095
2013-12-10 05,77346
2013-12-10 06,64858
2013-12-10 07,52302
2013-12-10 08,42450
2013-12-10 09,33228
2013-12-10 10,26999
2013-12-10 11,23623
2013-12-10 12,23914
2013-12-10 13,28166
2013-12-10 14,36285
2013-12-10 15,47480
2013-12-10 16,60073
2013-12-10 17,70288
2013-12-10 18,76532
2013-12-10 19,79167
2013-12-10 20,79201
2013-12-10 21,84209
2013-12-10 22,85383
2013-12-10 23,78903
2013-12-11 00,74927
2013-12-11 01,73652
2013-12-11 02,73075
2013-12-11 03,78663
2013-12-11 04,75761
2013-12-11 05,70924
2013-12-11 06,72819
2013-12-11 07,51495
2013-12-11 08,42241
2013-12-11 09,33338
2013-12-11 10,27462
2013-12-11 11,24483
2013-12-11 12,25885
2013-12-11 13,30143
2013-12-11 14,38906
2013-12-11 15,52331
2013-12-11 16,64758
2013-12-11 17,73958
2013-12-11 18,77571
2013-12-11 19,80555
2013-12-11 20,81337
2013-12-11 21,82394
2013-12-11 22,84225
2013-12-11 23,79024
2013-12-12 00,74632
2013-12-12 01,71777
2013-12-12 02,71905
2013-12-12 03,72474
2013-12-12 04,71242
2013-12-12 05,65767
2013-12-12 06,58624
2013-12-12 07,48845
2013-12-12 08,39478
2013-12-12 09,32059
2013-12-12 10,27312
2013-12-12 11,24150
2013-12-12 12,25194
2013-12-12 13,29325
2013-12-12 14,37955
2013-12-12 15,50987
2013-12-12 16,61799
2013-12-12 17,69358
2013-12-12 18,73971
2013-12-12 19,76019
2013-12-12 20,76838
2013-12-12 21,78069
2013-12-12 22,79601
2013-12-12 23,77804
2013-12-13 00,74234
2013-12-13 01,71938
2013-12-13 02,72250
2013-12-13 03,73521
2013-12-13 04,72168
2013-12-13 05,68047
2013-12-13 06,58279
2013-12-13 07,48604
2013-12-13 08,39248
2013-12-13 09,30930
2013-12-13 10,26171
2013-12-13 11,23732
2013-12-13 12,25014
2013-12-13 13,29461
2013-12-13 14,38701
2013-12-13 15,51279
2013-12-13 16,62143
2013-12-13 17,70463
2013-12-13 18,73006
2013-12-13 19,73758
2013-12-13 20,72112
2013-12-13 21,70652
2013-12-13 22,67708
2013-12-13 23,65350
2013-12-14 00,62467
2013-12-14 01,59132
2013-12-14 02,55939
2013-12-14 03,55852
2013-12-14 04,54883
2013-12-14 05,53391
2013-12-14 06,49096
2013-12-14 07,42299
2013-12-14 08,35758
2013-12-14 09,27645
2013-12-14 10,23731
2013-12-14 11,20882
2013-12-14 12,19926
2013-12-14 13,21545
2013-12-14 14,27670
2013-12-14 15,35272
2013-12-14 16,44404
2013-12-14 17,51052
2013-12-14 18,55422
2013-12-14 19,59937
2013-12-14 20,60619
2013-12-14 21,60591
2013-12-14 22,60078
2013-12-14 23,58734
2013-12-15 00,59446
2013-12-15 01,60594
2013-12-15 02,60905
2013-12-15 03,60477
2013-12-15 04,57033
2013-12-15 05,56631
2013-12-15 06,52949
2013-12-15 07,45922
2013-12-15 08,38585
2013-12-15 09,31168
2013-12-15 10,25739
2013-12-15 11,22283
2013-12-15 12,20660
2013-12-15 13,21733
2013-12-15 14,27193
2013-12-15 15,34460
2013-12-15 16,43955
2013-12-15 17,56146
2013-12-15 18,64510
2013-12-15 19,73671
2013-12-15 20,73765
2013-12-15 21,76953
2013-12-15 22,80001
2013-12-15 23,74796
2013-12-16 00,72655
2013-12-16 01,74227
2013-12-16 02,70840
2013-12-16 03,72840
2013-12-16 04,70043
2013-12-16 05,64188
2013-12-16 06,57047
2013-12-16 07,47865
2013-12-16 08,38345
2013-12-16 09,30992
2013-12-16 10,26090
2013-12-16 11,23911
2013-12-16 12,25794
2013-12-16 13,29136
2013-12-16 14,35851
2013-12-16 15,45668
2013-12-16 16,54260
2013-12-16 17,64217
2013-12-16 18,70124
2013-12-16 19,74713
2013-12-16 20,77195
2013-12-16 21,78986
2013-12-16 22,79787
2013-12-16 23,76108
2013-12-17 00,71728
2013-12-17 01,70255
2013-12-17 02,73092
2013-12-17 03,76733
2013-12-17 04,75888
2013-12-17 05,74673
2013-12-17 06,61267
2013-12-17 07,48980
2013-12-17 08,39220
2013-12-17 09,31625
2013-12-17 10,26525
2013-12-17 11,23466
2013-12-17 12,24291
2013-12-17 13,28747
2013-12-17 14,38631
2013-12-17 15,51815
2013-12-17 16,62082
2013-12-17 17,69628
2013-12-17 18,74124
2013-12-17 19,77415
2013-12-17 20,76253
2013-12-17 21,77301
2013-12-17 22,77383
2013-12-17 23,75576
2013-12-18 00,72592
2013-12-18 01,73623
2013-12-18 02,73279
2013-12-18 03,71210
2013-12-18 04,68992
2013-12-18 05,63808
2013-12-18 06,56863
2013-12-18 07,47146
2013-12-18 08,38935
2013-12-18 09,31942
2013-12-18 10,27362
2013-12-18 11,24631
2013-12-18 12,25242
2013-12-18 13,29848
2013-12-18 14,38041
2013-12-18 15,49565
2013-12-18 16,62760
2013-12-18 17,72424
2013-12-18 18,75231
2013-12-18 19,75322
2013-12-18 20,78361
2013-12-18 21,80970
2013-12-18 22,82802
2013-12-18 23,76492
2013-12-19 00,73885
2013-12-19 01,72994
2013-12-19 02,71240
2013-12-19 03,71444
2013-12-19 04,69066
2013-12-19 05,63710
2013-12-19 06,56621
2013-12-19 07,47957
2013-12-19 08,38124
2013-12-19 09,31279
2013-12-19 10,26710
2013-12-19 11,23443
2013-12-19 12,23510
2013-12-19 13,28450
2013-12-19 14,39209
2013-12-19 15,50469
2013-12-19 16,62454
2013-12-19 17,69805
2013-12-19 18,73548
2013-12-19 19,74885
2013-12-19 20,74446
2013-12-19 21,76218
2013-12-19 22,78890
2013-12-19 23,72399
2013-12-20 00,69449
2013-12-20 01,69387
2013-12-20 02,66334
2013-12-20 03,64425
2013-12-20 04,63887
2013-12-20 05,62389
2013-12-20 06,54780
2013-12-20 07,47467
2013-12-20 08,38709
2013-12-20 09,31397
2013-12-20 10,27337
2013-12-20 11,23342
2013-12-20 12,24103
2013-12-20 13,28550
2013-12-20 14,36621
2013-12-20 15,47588
2013-12-20 16,59439
2013-12-20 17,67149
2013-12-20 18,70999
2013-12-20 19,71538
2013-12-20 20,71990
2013-12-20 21,71503
2013-12-20 22,68437
2013-12-20 23,65346
2013-12-21 00,61950
2013-12-21 01,58959
2013-12-21 02,57173
2013-12-21 03,56136
2013-12-21 04,53579
2013-12-21 05,52428
2013-12-21 06,48740
2013-12-21 07,42627
2013-12-21 08,35323
2013-12-21 09,29200
2013-12-21 10,24576
2013-12-21 11,21388
2013-12-21 12,20133
2013-12-21 13,21406
2013-12-21 14,27944
2013-12-21 15,35098
2013-12-21 16,43761
2013-12-21 17,52171
2013-12-21 18,55959
2013-12-21 19,59678
2013-12-21 20,59620
2013-12-21 21,58516
2013-12-21 22,59172
2013-12-21 23,57490
2013-12-22 00,58658
2013-12-22 01,57711
2013-12-22 02,56151
2013-12-22 03,56400
2013-12-22 04,54572
2013-12-22 05,54564
2013-12-22 06,51967
2013-12-22 07,46146
2013-12-22 08,39334
2013-12-22 09,32636
2013-12-22 10,27927
2013-12-22 11,24459
2013-12-22 12,22752
2013-12-22 13,23501
2013-12-22 14,27846
2013-12-22 15,35822
2013-12-22 16,43888
2013-12-22 17,52614
2013-12-22 18,58898
2013-12-22 19,66316
2013-12-22 20,67376
2013-12-22 21,71879
2013-12-22 22,71978
2013-12-22 23,69750
2013-12-23 00,70855
2013-12-23 01,73839
2013-12-23 02,66763
2013-12-23 03,65419
2013-12-23 04,63519
2013-12-23 05,63070
2013-12-23 06,56870
2013-12-23 07,48450
2013-12-23 08,40599
2013-12-23 09,32352
2013-12-23 10,26996
2013-12-23 11,23990
2013-12-23 12,23132
2013-12-23 13,25476
2013-12-23 14,32819
2013-12-23 15,43208
2013-12-23 16,53595
2013-12-23 17,61689
2013-12-23 18,67128
2013-12-23 19,70869
2013-12-23 20,70956
2013-12-23 21,69297
2013-12-23 22,70523
2013-12-23 23,65418
2013-12-24 00,61939
2013-12-24 01,64073
2013-12-24 02,63896
2013-12-24 03,64967
2013-12-24 04,63500
2013-12-24 05,62423
2013-12-24 06,56843
2013-12-24 07,49016
2013-12-24 08,41156
2013-12-24 09,32100
2013-12-24 10,26530
2013-12-24 11,22873
2013-12-24 12,21690
2013-12-24 13,23831
2013-12-24 14,29501
2013-12-24 15,38769
2013-12-24 16,48192
2013-12-24 17,56720
2013-12-24 18,62966
2013-12-24 19,64044
2013-12-24 20,61924
2013-12-24 21,60684
2013-12-24 22,58913
2013-12-24 23,57688
2013-12-25 00,54008
2013-12-25 01,51134
2013-12-25 02,49292
2013-12-25 03,48713
2013-12-25 04,48706
2013-12-25 05,49858
2013-12-25 06,49016
2013-12-25 07,43842
2013-12-25 08,36627
2013-12-25 09,29084
2013-12-25 10,23942
2013-12-25 11,20644
2013-12-25 12,19572
2013-12-25 13,20593
2013-12-25 14,24346
2013-12-25 15,30281
2013-12-25 16,36154
2013-12-25 17,43658
2013-12-25 18,48842
2013-12-25 19,51234
2013-12-25 20,53516
2013-12-25 21,52337
2013-12-25 22,52010
2013-12-25 23,51144
2013-12-26 00,50138
2013-12-26 01,49210
2013-12-26 02,50962
2013-12-26 03,51307
2013-12-26 04,52769
2013-12-26 05,52574
2013-12-26 06,50041
2013-12-26 07,44598
2013-12-26 08,36592
2013-12-26 09,28748
2013-12-26 10,23963
2013-12-26 11,20036
2013-12-26 12,19312
2013-12-26 13,20784
2013-12-26 14,26977
2013-12-26 15,35089
2013-12-26 16,44772
2013-12-26 17,54231
2013-12-26 18,59110
2013-12-26 19,61874
2013-12-26 20,62082
2013-12-26 21,59798
2013-12-26 22,60328
2013-12-26 23,58181
2013-12-27 00,57253
2013-12-27 01,56253
2013-12-27 02,56615
2013-12-27 03,55884
2013-12-27 04,56963
2013-12-27 05,55845
2013-12-27 06,53538
2013-12-27 07,46730
2013-12-27 08,38073
2013-12-27 09,30934
2013-12-27 10,25640
2013-12-27 11,22796
2013-12-27 12,21028
2013-12-27 13,23562
2013-12-27 14,29706
2013-12-27 15,37983
2013-12-27 16,48301
2013-12-27 17,59063
2013-12-27 18,65348
2013-12-27 19,68270
2013-12-27 20,66296
2013-12-27 21,66285
2013-12-27 22,64427
2013-12-27 23,61987
2013-12-28 00,61464
2013-12-28 01,60736
2013-12-28 02,60038
2013-12-28 03,60073
2013-12-28 04,57993
2013-12-28 05,55278
2013-12-28 06,54609
2013-12-28 07,49304
2013-12-28 08,41424
2013-12-28 09,34126
2013-12-28 10,27250
2013-12-28 11,22894
2013-12-28 12,21693
2013-12-28 13,21617
2013-12-28 14,26511
2013-12-28 15,33947
2013-12-28 16,42563
2013-12-28 17,51211
2013-12-28 18,57746
2013-12-28 19,59897
2013-12-28 20,60974
2013-12-28 21,60862
2013-12-28 22,59691
2013-12-28 23,59919
2013-12-29 00,60784
2013-12-29 01,52800
2013-12-29 02,50278
2013-12-29 03,60210
2013-12-29 04,58883
2013-12-29 05,59414
2013-12-29 06,62177
2013-12-29 07,51837
2013-12-29 08,42956
2013-12-29 09,34183
2013-12-29 10,26630
2013-12-29 11,23778
2013-12-29 12,21135
2013-12-29 13,21613
